VIN,year,znamka,model,state,city,price,miles,accidents,use,owners,MPG_city,MPG_highway,engine,transmission,drive_type,exterior,interior
WDDHF5KB8FB144704,2015,mercedes-benz,e-class,FL,Orlando,18917,88466,0,Personal,3,20,29,3.5L V-6 Gas,Automatic,RWD,Silver,White
4JGFB4JB6LA124943,2020,mercedes-benz,gle,TX,Alvin,39900,60155,0,Personal,1,20,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Unknown
W1N0G8EB2NG037885,2022,mercedes-benz,glc,NY,Nanuet,51140,6608,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WDC0G8EB3LF703687,2020,mercedes-benz,glc,KS,Topeka,40354,21772,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WDDNG7EBXBA374803,2011,mercedes-benz,s-class,VA,Arlington,28500,87901,0,Personal,3,15,22,5.5L V-8 Gas Turbocharged,Automatic,RWD,Black,Black
W1N0G8EB7NG066685,2022,mercedes-benz,glc,MO,Kansas City,48419,4400,0,Personal,0,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
W1NYC7HJXMX371110,2021,mercedes-benz,g-class,AZ,Mesa,217999,3886,0,Personal,1,13,16,4.0L V-8 Gas Turbocharged,Automatic,AWD,Red,Brown
W1NYC7HJ0LX364567,2020,mercedes-benz,g-class,IL,Hickory Hill,197991,17715,0,Personal,3,13,15,4.0L V-8 Gas Turbocharged,Automatic,AWD,White,Gray
W1N4M4HB8MW101981,2021,mercedes-benz,glb,CO,Englewood,43090,9323,0,Personal,1,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Beige
55SWF4JB3HU198939,2017,mercedes-benz,c-class,CA,Midway City,25995,44764,0,Personal,4,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
W1N0G6EBXMF997027,2021,mercedes-benz,glc,CA,Buena Park,62990,4051,0,Personal,1,18,24,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WDDUG8GB0KA456375,2019,mercedes-benz,s-class,MO,Lee&#x27;s Summit,68580,14354,0,Personal,2,17,27,4.0L V-8 Gas Turbocharged,Automatic,AWD,White,Black
WDDJK6FA5FF030849,2015,mercedes-benz,sl,MN,Eden Prairie,42500,50555,0,Personal,2,20,27,3.0L V-6 Gas Turbocharged,Automatic,RWD,Black,Beige
W1N0G8EB5NV335472,2022,mercedes-benz,glc,DE,Wilmington,48900,10200,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WDDLJ6HB3GA166221,2016,mercedes-benz,cls,NJ,Hamilton,31989,49212,0,Personal,2,19,26,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Black
W1KCG2DB7NA004814,2022,mercedes-benz,eqs-sedan,TN,Mount Juliet,92475,11953,0,Personal,1,97,97,L - Electric,Automatic,RWD,Black,Black
4JGDF7DE2HA845092,2017,mercedes-benz,gls,CA,Santa Cruz,34995,101500,0,Personal,1,14,18,4.7L V-8 Gas Turbocharged,Automatic,AWD,Unknown,Unknown
WDDPK5HA5CF041086,2012,mercedes-benz,slk,GA,Marietta,21600,79298,0,Personal,3,20,29,3.5L V-6 Gas,Automatic,RWD,Silver,Gray
WDC0G4KB1KF492498,2019,mercedes-benz,glc,GA,Atlanta,35454,46875,1,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDAPF4CD8KN023425,2019,mercedes-benz,sprinter-chassis-cab,CA,Chowchilla,58995,9661,0,Personal,2,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,White,Black
4JGFB4JE1LA110121,2020,mercedes-benz,gle,TX,Dallas,51989,34813,0,Personal,1,20,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Beige
W1K3G4EBXLJ204092,2020,mercedes-benz,a-class,GA,Atlanta,36000,9430,0,Personal,0,24,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Beige
W1N4M4GB5NW196762,2022,mercedes-benz,glb,CA,Sherman Oaks,43007,3522,0,Personal,1,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,White,Black
WDC0G8DB0LF711716,2020,mercedes-benz,glc,GA,Snellville,38599,29661,0,Fleet,1,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
W1K5J4HB7LN082290,2020,mercedes-benz,cla,KS,Olathe,37779,20977,0,Personal,1,23,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
4JGDF7CE2EA356480,2014,mercedes-benz,gl,IL,Palatine,20999,91743,0,Fleet,2,14,19,4.7L V-8 Gas Turbocharged,Automatic,AWD,Black,Black
W1N0G8EB3NV377297,2022,mercedes-benz,glc,CA,Riverside,48854,314,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Gray
W1N4M4HB2NW182543,2022,mercedes-benz,glb,CT,Hartford,41960,11000,0,Personal,1,22,30,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Unknown
W1N4M4GB7NW195273,2022,mercedes-benz,glb,CA,Los Angeles,40999,2413,0,Personal,1,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,White,White
4JGFB4KB6LA094163,2020,mercedes-benz,gle,DE,Wilmington,56900,21742,0,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Gray
WDDHF6FBXGB248273,2016,mercedes-benz,e-class,FL,Daytona Beach,24950,73579,0,Personal,2,20,29,3.0L V-6 Gas Turbocharged,Automatic,RWD,Black,Black
4JGDA5JB0EA305300,2014,mercedes-benz,m-class,NC,Concord,18698,103521,1,Personal,5,18,24,3.5L V-6 Gas,Automatic,RWD,White,Black
4JGFB4JEXMA366114,2021,mercedes-benz,gle,FL,Tampa,60607,24121,0,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Blue,Beige
WDDWK4JB6JF615782,2018,mercedes-benz,c-class,GA,Marietta,33270,62573,1,Fleet,3,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
WDBSK75F65F095336,2005,mercedes-benz,sl,PA,Mechanicsburg,15875,108141,1,Personal,3,16,23,5.0L V-8 Gas,Automatic,RWD,Silver,Black
4JGDF6EE1HA938730,2017,mercedes-benz,gls,GA,Roswell,26999,135627,0,Personal,2,19,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Beige
WDDZF4KB8KA669003,2019,mercedes-benz,e-class,MA,Framingham,41500,19097,0,Personal,1,21,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
4JGFB4KB9MA499824,2021,mercedes-benz,gle,CO,Littleton,57274,14825,0,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
55SWF4JB9HU205232,2017,mercedes-benz,c-class,NV,Las Vegas,23991,61817,0,Personal,2,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Black
W1K3G4EB5NJ362617,2022,mercedes-benz,a-class,TX,Georgetown,39567,3406,0,Personal,1,24,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Black
WDDLJ7EB0CA023814,2012,mercedes-benz,cls,AZ,Phoenix,27995,103038,1,Personal,4,16,25,5.5L V-8 Gas Turbocharged,Automatic,RWD,Black,Black
55SWF8DB6KU310210,2019,mercedes-benz,c-class,IA,Clive,33995,26573,0,Personal,1,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
55SWF4JB9GU131695,2016,mercedes-benz,c-class,TX,Dallas,18499,96041,0,Personal,2,25,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
WDDUG8CB0EA026002,2014,mercedes-benz,s-class,NC,Fayetteville,38995,60336,0,Personal,2,17,25,4.6L V-8 Gas Turbocharged,Automatic,RWD,Gray,Black
WDDGF4HB7DA865323,2013,mercedes-benz,c-class,WA,Seattle,10980,107042,1,Fleet,5,21,31,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Gray,Black
4JGFF5KEXLA239547,2020,mercedes-benz,gls,CA,Foothill Ranch,68572,27167,0,Personal,1,19,23,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gray,Black
WDC0G8EB9LF738122,2020,mercedes-benz,glc,FL,Wesley Chapel,34479,45390,0,Personal,2,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDDXJ8FB7HA016999,2017,mercedes-benz,s-class,FL,Sarasota,68400,22000,0,Personal,2,17,25,4.6L V-8 Gas Turbocharged,Automatic,AWD,Gray,Unknown
4JGDF6EE9KB225561,2019,mercedes-benz,gls,AL,Dothan,49862,65289,0,Personal,1,16,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Beige
4JGDA5GB8FA452778,2015,mercedes-benz,m-class,VA,Arlington,21975,95951,1,Personal,1,18,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WDDSJ4EB5KN718761,2019,mercedes-benz,cla,GA,Lilburn,28489,41609,0,Personal,1,24,37,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,White,Unknown
W1KZF8DB2NB024883,2022,mercedes-benz,e-class,CA,Beverly Hills,56275,9510,0,Personal,1,23,31,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Blue,White
WDC0G4JB5KV177078,2019,mercedes-benz,glc,AZ,Tucson,33447,32397,0,Personal,2,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gray,Black
W1N4M4GB7NW204134,2022,mercedes-benz,glb,AZ,Peoria,42985,8757,0,Personal,1,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,White,Beige
WDDPK3JA6LF167780,2020,mercedes-benz,slc,FL,Naples,52681,28760,0,Personal,2,23,32,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
4JGDA6EB9KB188547,2019,mercedes-benz,gle,TX,Spring,54813,35441,1,Personal,1,17,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
W1KWF8EB2MR640543,2021,mercedes-benz,c-class,NJ,Freehold,41999,13965,0,Personal,2,23,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Beige
WDDPK6GA6KF157242,2019,mercedes-benz,slc,NC,Lenoir,52500,8247,0,Personal,1,20,29,3.0L V-6 Gas Turbocharged,Automatic,RWD,Gray,Black
WDC0G4KB6HF234860,2017,mercedes-benz,glc,CA,Santa Clara,27995,48977,0,Personal,2,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
WDDUG8GB9KA435234,2019,mercedes-benz,s-class,OH,Strongsville,71863,25247,0,Personal,1,17,27,4.0L V-8 Gas Turbocharged,Automatic,AWD,Black,Brown
WDDHF8JB7FB120476,2015,mercedes-benz,e-class,IL,Waukegan,19000,71535,1,Personal,3,20,28,3.5L V-6 Gas,Automatic,AWD,Silver,Black
WDDHF8JB8EA987728,2014,mercedes-benz,e-class,NY,Nanuet,18000,88396,3,Personal,3,21,29,3.5L V-6 Gas,Automatic,AWD,Unknown,White
4JGDA6EB5KB213606,2019,mercedes-benz,gle,TX,Carrollton,51430,45170,0,Personal,1,17,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gray,Black
WDC4M4HBXLW001767,2020,mercedes-benz,glb,TX,Dallas,38996,33434,0,Personal,1,23,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
W1K6G6DB4NA079538,2022,mercedes-benz,s-class,CA,Escondido,105575,196,0,Personal,0,21,30,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Silver,Black
WDD7X6BB7LA010492,2020,mercedes-benz,amg-gt,CO,Longmont,88863,21198,0,Personal,1,19,24,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Black,Gray
WDDGF5EB5BR158231,2011,mercedes-benz,c-class,FL,Tampa,9990,130934,0,Personal,3,18,26,3.0L V-6 Gas,Automatic,RWD,White,Beige
W1N0G8EB4MV308150,2021,mercedes-benz,glc,TN,Memphis,47890,5998,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
W1N4M4HBXMW105577,2021,mercedes-benz,glb,NY,Brooklyn,40999,16212,0,Personal,1,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
W1NYC7HJ0MX419522,2021,mercedes-benz,g-class,GA,Alpharetta,222998,6727,0,Personal,1,13,16,4.0L V-8 Gas Turbocharged,Automatic,AWD,Silver,Blue
WDBUF56J36A930070,2006,mercedes-benz,e-class,FL,Orlando,3777,255041,1,Personal,2,19,27,3.5L V-6 Gas,Automatic,RWD,Silver,Black
55SWF4JB8FU092354,2015,mercedes-benz,c-class,TX,Houston,21491,69789,1,Personal,3,25,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Beige
W1N0G8DB0NG104307,2022,mercedes-benz,glc,AZ,Scottsdale,45994,1581,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Beige
WDDZF6JBXLA738160,2020,mercedes-benz,e-class,CA,Thousand Oaks,46836,38129,0,Personal,1,20,28,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WDDZF8KB4KA511734,2019,mercedes-benz,e-class,MD,Annapolis,91991,14009,1,Personal,1,15,23,4.0L V-8 Gas Turbocharged,Automatic,AWD,White,Black
WDDZF8EB6LA701113,2020,mercedes-benz,e-class,MD,Catonsville,40000,55408,0,Personal,2,23,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
55SWF4JB0GU140284,2016,mercedes-benz,c-class,FL,Tampa,16999,98033,0,Personal,3,25,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDDLJ7DB6DA064452,2013,mercedes-benz,cls,CA,Norco,16999,105844,1,Personal,4,17,25,4.6L V-8 Gas Turbocharged,Automatic,RWD,White,Black
WDDXJ7JB3GA014151,2016,mercedes-benz,s-class,TX,Carrollton,66989,60755,1,Personal,3,15,23,5.5L V-8 Gas Turbocharged,Automatic,AWD,Silver,Black
WDDXK8CB1HA017454,2017,mercedes-benz,s-class,GA,Savannah,70995,44885,0,Fleet,5,17,25,4.6L V-8 Gas Turbocharged,Automatic,RWD,Gray,Black
4JGDF7EE5FA448133,2015,mercedes-benz,gl,VA,Chantilly,38500,82242,0,Personal,1,13,17,5.5L V-8 Gas Turbocharged,Automatic,AWD,White,Black
WDDSJ4GB5KN740966,2019,mercedes-benz,cla,TX,Richardson,28899,38462,0,Personal,2,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
4JGED6EB0KA151615,2019,mercedes-benz,gle,NJ,Edison,61791,51834,0,Personal,1,17,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gray,Black
W1N0G8EB0MV309473,2021,mercedes-benz,glc,OR,Portland,46091,4980,0,Personal,0,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
W1N0G8DB0NG102573,2022,mercedes-benz,glc,AZ,Scottsdale,47994,2119,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Red
WDCGG8JB7EG197041,2014,mercedes-benz,glk,TX,Cedar Park,19244,92700,0,Personal,2,19,25,3.5L V-6 Gas,Automatic,AWD,Black,Black
W1N0J8KB4MF939433,2021,mercedes-benz,glc,CA,Escondido,82000,21306,0,Personal,1,15,22,4.0L V-8 Gas Turbocharged,Automatic,AWD,Gray,Gray
W1K5J4GB5MN207936,2021,mercedes-benz,cla,GA,Marietta,40999,11611,0,Personal,1,25,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Black
W1N0G8DB0MV312083,2021,mercedes-benz,glc,TX,Boerne,39991,17143,0,Personal,0,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Beige
WDDYJ7JAXGA009802,2016,mercedes-benz,amg-gt,TX,Carrollton,90335,19649,0,Personal,5,16,22,4.0L V-8 Gas Turbocharged,Automatic,RWD,Gray,Gray
WDDPK3JA7GF120179,2016,mercedes-benz,slk,CA,Van Nuys,24988,37880,0,Fleet,2,25,32,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDDZF4JB4KA514076,2019,mercedes-benz,e-class,CA,Pomona,31998,64920,0,Personal,1,21,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDC0G8EB8LF689964,2020,mercedes-benz,glc,MD,Bethesda,41500,17777,0,Personal,2,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WDC0G4KB4JV091869,2018,mercedes-benz,glc,NJ,Egg Harbor Township,29995,55547,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
WDC0G4KB5KV161364,2019,mercedes-benz,glc,CT,Middletown,37990,21407,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WDCYC7DH0JX290004,2018,mercedes-benz,g-class,KS,Wichita,118998,41435,0,Personal,2,12,15,5.5L V-8 Gas Turbocharged,Automatic,4WD,Silver,Unknown
W1KZF8EB1LA759081,2020,mercedes-benz,e-class,NJ,Edison,49995,12165,0,Personal,1,23,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WDDZF4JB4KA618244,2019,mercedes-benz,e-class,CA,Santa Monica,33809,46381,0,Personal,1,21,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
WDDWF8EB0LR533814,2020,mercedes-benz,c-class,NJ,Union,37995,33182,0,Personal,1,23,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
4JGDA7EB5FA468922,2015,mercedes-benz,m-class,FL,Lake Park,34879,64352,0,Personal,2,13,17,5.5L V-8 Gas Turbocharged,Automatic,AWD,White,Black
WDCGG8JB5FG365972,2015,mercedes-benz,glk,MD,Bethesda,24000,53976,0,Personal,3,18,25,3.5L V-6 Gas,Automatic,AWD,Brown,Brown
4JGDA5HB5DA261315,2013,mercedes-benz,m-class,NC,Charlotte,14331,168210,0,Personal,1,18,23,3.5L V-6 Gas,Automatic,AWD,Silver,Black
W1K6G7GBXMA040971,2021,mercedes-benz,s-class,IL,Downers Grove,114800,6148,0,Personal,1,17,25,4.0L V-8 Gas Turbocharged,Automatic,AWD,White,Gray
WDDWF4JB1JR323511,2018,mercedes-benz,c-class,MD,Ellicott City,25500,50801,1,Personal,2,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Unknown
WDDZF6BBXKA590055,2019,mercedes-benz,e-class,IL,Buffalo Grove,46977,68104,0,Personal,1,21,28,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Black,Black
WDCGG0EB4EG259975,2014,mercedes-benz,glk,IL,Buffalo Grove,19575,75536,0,Fleet,3,24,33,2.2L Inline-4 Diesel Turbocharged,Automatic,AWD,White,Beige
WDDZF4JB2KA557797,2019,mercedes-benz,e-class,TX,Lubbock,31997,49692,0,Personal,3,21,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDD2J6BB9LA050889,2020,mercedes-benz,cls,TX,Houston,69850,35545,0,Personal,2,21,27,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,White,Beige
W1N4N4GB3MJ241223,2021,mercedes-benz,gla,CA,Anaheim,37191,12261,0,Personal,1,25,34,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Unknown
4JGBF8GE9CA777648,2012,mercedes-benz,gl,GA,Marietta,18500,102917,0,Personal,3,12,17,5.5L V-8 Gas,Automatic,AWD,Black,Unknown
WDDZF4JB5JA370052,2018,mercedes-benz,e-class,CA,Sherman Oaks,32998,43913,0,Personal,2,22,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Black
WDDPK5HA9EF081965,2014,mercedes-benz,slk,TX,Addison,30767,27543,0,Personal,1,21,29,3.5L V-6 Gas,Automatic,RWD,Silver,Beige
WDDUG8CB0HA310234,2017,mercedes-benz,s-class,SC,Lexington,58995,18446,0,Personal,1,18,26,4.6L V-8 Gas Turbocharged,Automatic,RWD,White,Blue
WDDZF4JB3KA510732,2019,mercedes-benz,e-class,FL,Tampa,42017,31769,0,Personal,2,21,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Red,Black
WDCYC7DF9FX240031,2015,mercedes-benz,g-class,NJ,Ramsey,84488,47886,0,Personal,2,12,14,5.5L V-8 Gas Turbocharged,Automatic,AWD,White,Black
W1K1K6HBXLF131886,2020,mercedes-benz,e-class,CA,Sacramento,67999,10282,0,Personal,1,20,27,3.0L V-6 Gas Turbocharged,Automatic,RWD,White,Black
WDZPE7DC8FP123039,2015,mercedes-benz,sprinter-passenger-van,NC,Red Springs,39500,77490,0,Personal,2,0,0,2.1L Inline-4 Diesel Turbocharged,Automatic,RWD,Black,Black
WDDZF4JB7KA495152,2019,mercedes-benz,e-class,NC,Wilmington,40495,41859,0,Personal,1,21,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDDJK7DA3EF023650,2014,mercedes-benz,sl,TX,Dallas,39995,45000,1,Personal,3,18,25,4.7L V-8 Gas Turbocharged,Automatic,RWD,Black,Black
4JGFB4KB6NA720202,2022,mercedes-benz,gle,CA,San Luis Obispo,68361,5,0,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Unknown
WDDSJ4GB9JN649147,2018,mercedes-benz,cla,PA,Shavertown,27988,28422,1,Personal,2,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Unknown
WDDUG8CB5EA006375,2014,mercedes-benz,s-class,TX,Spring,33000,86746,1,Personal,1,17,25,4.6L V-8 Gas Turbocharged,Automatic,RWD,Silver,Black
4JGDF6EE2HA937070,2017,mercedes-benz,gls,TX,Dallas,33399,72662,0,Personal,3,19,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gray,Black
WDC0G4JB8JV064742,2018,mercedes-benz,glc,TX,Corpus Christi,27991,68436,1,Personal,1,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Brown,Beige
4JGDA7FB6KB207124,2019,mercedes-benz,gle,NJ,Union,82890,22552,0,Personal,1,14,18,5.5L V-8 Gas Turbocharged,Automatic,AWD,Gray,Black
WDDHF8JB9CA622018,2012,mercedes-benz,e-class,VA,Fredericksburg,18495,58727,0,Personal,1,19,28,3.5L V-6 Gas,Automatic,AWD,Silver,Black
WDDUG8CB4EA027685,2014,mercedes-benz,s-class,TX,Houston,25994,131100,0,Personal,4,17,25,4.6L V-8 Gas Turbocharged,Automatic,RWD,White,Beige
W1N0G8EB4LF757904,2020,mercedes-benz,glc,NC,Greensboro,39900,25930,0,Personal,2,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WDCGG8HB3AF274459,2010,mercedes-benz,glk,CA,Los Angeles,6999,125502,0,Fleet,6,16,21,3.5L V-6 Gas,Automatic,AWD,Unknown,Black
WDCTG4EB2GJ199271,2016,mercedes-benz,gla,TX,Houston,20900,68534,0,Personal,3,25,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Beige
4JGFF5KE1LA159733,2020,mercedes-benz,gls,FL,Pompano Beach,63995,29579,0,Personal,1,19,23,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Beige
WDDZF4JB9JA304006,2018,mercedes-benz,e-class,VA,Fredericksburg,36500,34506,2,Personal,2,22,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Red,Brown
WDDNG71X88A168051,2008,mercedes-benz,s-class,CA,Long Beach,9995,151948,0,Personal,6,14,21,5.5L V-8 Gas,Automatic,RWD,Black,Gray
WDCTG4EB8JJ505008,2018,mercedes-benz,gla,TX,El Paso,28995,45687,0,Fleet,2,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Black
4JGDF6EE2GA697923,2016,mercedes-benz,gl,TX,Addison,23495,109910,0,Personal,3,17,21,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Beige
WDDUG7JB7FA145146,2015,mercedes-benz,s-class,GA,Roswell,42999,98967,0,Personal,3,15,23,5.5L V-8 Gas Turbocharged,Automatic,AWD,Gray,Gray
W1K6G7GB3MA054386,2021,mercedes-benz,s-class,KS,Wichita,115998,6066,0,Personal,1,17,25,4.0L V-8 Gas Turbocharged,Automatic,AWD,White,Unknown
4JGDF6EE8JB180322,2018,mercedes-benz,gls,MO,Creve Coeur,43000,57447,0,Personal,1,17,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WDDWF4KBXJR336921,2018,mercedes-benz,c-class,IL,Oak Lawn,28000,29704,0,Personal,1,23,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Beige
WDDNG7DB6DA532736,2013,mercedes-benz,s-class,TX,Plano,22997,82485,0,Personal,2,15,25,4.6L V-8 Gas Turbocharged,Automatic,RWD,Silver,Unknown
55SWF8HB3JU253537,2018,mercedes-benz,c-class,OH,Columbus,61456,28642,0,Personal,1,18,24,4.0L V-8 Gas Turbocharged,Automatic,RWD,Black,Black
WDDHF5GB7BA473886,2011,mercedes-benz,e-class,CA,Santa Cruz,16995,50291,0,Personal,2,17,24,3.5L V-6 Gas,Automatic,RWD,Silver,Black
WDDGF4HB8DR293650,2013,mercedes-benz,c-class,IL,Addison,13895,76404,0,Fleet,2,21,31,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Beige
WDDWK8HB6JF747552,2018,mercedes-benz,c-class,FL,Hollywood,76995,5713,0,Fleet,2,17,22,4.0L V-8 Gas Turbocharged,Automatic,RWD,White,Black
W1N4N4HB3MJ170362,2021,mercedes-benz,gla,MO,Creve Coeur,39000,17597,0,Fleet,2,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Beige
WD3PE8DC8E5895745,2014,mercedes-benz,sprinter-cargo-van,IL,Crestwood,23995,202411,0,Personal,1,0,0,2.1L Inline-4 Diesel Turbocharged,Automatic,RWD,White,Black
W1Y8EB3Y1MT076523,2021,mercedes-benz,sprinter-cargo-van,PA,East Petersburg,53964,7822,0,Personal,1,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,White,Black
W1N4N5BB0MJ165862,2021,mercedes-benz,gla,CA,Ontario,43981,21866,0,Personal,1,23,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDD1K6BB0LF119285,2020,mercedes-benz,e-class,FL,Naples,81993,8695,0,Personal,1,20,26,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,White,Black
WDCTG4GB5KU013307,2019,mercedes-benz,gla,CA,Newport Beach,29893,35374,0,Personal,1,23,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDDUG8FB8FA124983,2015,mercedes-benz,s-class,MD,Finksburg,39999,84389,1,Personal,2,16,26,4.6L V-8 Gas Turbocharged,Automatic,AWD,Silver,Unknown
WDDXJ8FB5FA000653,2015,mercedes-benz,s-class,WA,Fife,58888,46664,1,Personal,3,16,24,4.6L V-8 Gas Turbocharged,Automatic,AWD,Black,Red
W1KPK3JA9LF172570,2020,mercedes-benz,slc,NJ,Wall Township,47995,5243,0,Personal,1,23,32,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Red,Black
WDC0J4KB1KF664465,2019,mercedes-benz,glc,OR,Wilsonville,45450,17692,0,Personal,1,21,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
55SWF8EB9KU315237,2019,mercedes-benz,c-class,MA,Framingham,34000,53315,0,Personal,1,22,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Brown
